1.021092e-10, 2.971947e-10, 8.773914e-11, 3.043712e-10, 5.332906e-11, 1.251372e-10, 6.251471e-11, 5.250537e-11, 7.943573e-11, 7.886508e-11, 8.187826e-11, 6.115999e-11, 1.499417e-10, 9.672912e-11, 5.032067e-11, 1.051202e-10, 1.446295e-10, 5.75117e-09, 2.177645e-09, 1.573762e-09, 1.976087e-09, 1.019162e-09, 1.413817e-09, 2.625964e-09, 1.850044e-09, 4.766758e-09, 1.225922e-09, 9.057832e-09, 2.021215e-09, 1.83826e-09, 1.805245e-09, 7.221786e-09, 1.508732e-09, 1.463117e-08, 1.705173e-08, 1.460841e-09, 4.769453e-09, 2.579216e-09, 1.703877e-09, 1.196445e-09, 3.07092e-09, 5.777059e-09, 2.609852e-09, 2.944009e-09, 3.280433e-09, 1.007202e-09, 1.316854e-09, 6.97811e-09, 1.33156e-09, 0.565325, 0.636283, 0.563444, 0.535152, 0.525432, 0.685247, 0.697805, 0.623457, 0.689203, 0.673052, 0.578669, 0.630121, 0.672835, 0.626819, 0.687535, 0.602557, 0.682237, 106401.22, 93005.35, 90758.94, 103642.75, 0.107975
7.658917e-11, 5.674246e-11, 1.108421e-10, 8.009091e-11, 3.418517e-10, 5.296516e-11, 2.402437e-10, 4.443529e-10, 9.826368e-11, 2.0916e-10, 1.170265e-10, 3.06242e-10, 5.584505e-11, 7.716015e-11, 1.111095e-10, 6.317701e-11, 7.272228e-11, 1.343895e-09, 1.686537e-09, 5.445e-09, 1.271665e-09, 5.592663e-09, 2.834536e-09, 1.431707e-09, 2.208012e-09, 1.007941e-09, 3.320287e-08, 1.232698e-09, 1.006628e-09, 3.620833e-09, 3.818583e-09, 1.100462e-09, 7.775164e-09, 1.781885e-09, 1.101038e-09, 5.299618e-09, 1.007809e-09, 1.075863e-09, 3.532173e-08, 2.510363e-09, 1.842718e-09, 1.590241e-09, 1.702553e-09, 1.229677e-09, 1.529567e-09, 1.036692e-08, 6.683969e-09, 1.114368e-09, 9.169087e-09, 0.620878, 0.557881, 0.622477, 0.695399, 0.614671, 0.506979, 0.591922, 0.504539, 0.520649, 0.586657, 0.698171, 0.538883, 0.520308, 0.546454, 0.509164, 0.577504, 0.557268, 90683.46, 106192.35, 103368.36, 91200.75, 0.091297
6.042679e-11, 1.320456e-10, 5.590965e-11, 1.170099e-10, 1.216578e-10, 7.382607e-11, 9.108882e-11, 1.565711e-10, 1.813941e-10, 1.416226e-10, 2.406049e-10, 1.041613e-10, 1.721898e-10, 7.311539e-10, 7.41611e-10, 4.745948e-10, 5.279148e-11, 2.853963e-09, 1.063829e-09, 1.070178e-09, 4.412871e-09, 2.841598e-09, 1.246661e-09, 5.715411e-09, 1.288777e-09, 1.779565e-09, 1.474513e-09, 1.524801e-09, 3.751424e-09, 3.963292e-09, 1.015287e-09, 3.326938e-09, 1.321038e-09, 1.028575e-09, 1.370459e-09, 1.963555e-09, 2.325213e-09, 7.133722e-09, 1.145099e-09, 1.367201e-09, 1.577605e-08, 1.157637e-09, 4.827815e-09, 5.499993e-09, 1.247643e-09, 1.376689e-09, 1.704061e-09, 2.083937e-09, 2.432518e-09, 0.662007, 0.662311, 0.521385, 0.645513, 0.591555, 0.63003, 0.524382, 0.672524, 0.566546, 0.523526, 0.636249, 0.668123, 0.555978, 0.573107, 0.551701, 0.513402, 0.546343, 95740.9, 103651.91, 96939.18, 98206.9, 0.101444
6.059009e-10, 8.220383e-11, 6.573297e-10, 5.634847e-11, 7.417213e-11, 4.798207e-10, 1.107011e-10, 6.741965e-11, 5.830261e-11, 5.584314e-11, 6.023629e-11, 7.39077e-11, 8.237256e-11, 5.607058e-11, 8.134761e-11, 6.644696e-11, 3.453598e-10, 1.231079e-09, 8.839762e-09, 2.393175e-09, 1.775862e-09, 1.859432e-09, 5.493895e-09, 1.253833e-09, 4.628926e-09, 3.640304e-09, 2.434832e-09, 1.986118e-09, 1.360004e-09, 1.05591e-09, 3.306457e-09, 1.338536e-09, 2.004122e-09, 1.964183e-09, 2.830305e-09, 1.027532e-09, 1.505709e-09, 1.466382e-09, 3.10765e-09, 1.1834e-08, 1.30204e-09, 2.456161e-09, 1.126585e-09, 1.39781e-09, 5.698197e-09, 2.868979e-09, 2.144354e-09, 1.773893e-09, 1.235647e-09, 0.50506, 0.534099, 0.667722, 0.584874, 0.655843, 0.552744, 0.618495, 0.55556, 0.647991, 0.635518, 0.54335, 0.550375, 0.602646, 0.653667, 0.64501, 0.688547, 0.621386, 101263.35, 95589.11, 109568.44, 105698.98, 0.097886
1.880827e-10, 9.477782e-11, 1.3824e-10, 5.795785e-11, 7.718672e-11, 9.897535e-11, 7.088825e-11, 1.019603e-10, 2.788529e-10, 5.522307e-10, 3.906919e-10, 7.736015e-11, 4.11866e-10, 7.037189e-11, 7.171609e-11, 9.408173e-11, 1.794621e-10, 1.135667e-09, 1.147072e-09, 1.695843e-09, 2.702634e-09, 1.294019e-09, 1.006559e-09, 1.094211e-09, 6.895435e-09, 1.524368e-09, 1.819429e-09, 1.002356e-09, 2.977681e-09, 1.467042e-09, 1.157389e-09, 6.725214e-09, 3.661084e-09, 1.291622e-09, 1.320569e-09, 3.307801e-08, 1.147504e-09, 1.825747e-09, 1.114428e-09, 4.040176e-09, 1.130355e-09, 1.472054e-09, 2.108673e-09, 1.761543e-09, 1.017863e-09, 1.228026e-09, 1.392516e-08, 3.907985e-09, 1.657327e-09, 0.54401, 0.618584, 0.676568, 0.516493, 0.552336, 0.542428, 0.648861, 0.575386, 0.605155, 0.535432, 0.612742, 0.620695, 0.633265, 0.578778, 0.661445, 0.669105, 0.584152, 99646.92, 107632.7, 98679.37, 101529.32, 0.093644
5.615613e-11, 6.603664e-11, 7.030058e-11, 1.297766e-10, 1.127995e-10, 5.950942e-11, 1.66123e-10, 8.718727e-11, 5.059369e-11, 7.237623e-11, 5.485562e-11, 1.486734e-10, 6.706577e-11, 1.364011e-10, 1.800615e-10, 1.872957e-10, 5.735546e-11, 2.019034e-09, 4.112067e-09, 7.24448e-09, 1.123249e-09, 8.837957e-09, 7.710675e-09, 2.297776e-08, 1.098268e-09, 2.358359e-09, 3.364186e-09, 5.714074e-09, 1.19826e-09, 2.42143e-09, 2.362001e-09, 1.191963e-09, 1.010023e-09, 3.563147e-09, 4.861634e-09, 1.860548e-09, 9.995414e-09, 3.974537e-09, 2.101771e-09, 1.784991e-09, 5.55136e-09, 1.001936e-08, 1.37515e-09, 1.064993e-08, 8.874729e-09, 6.185191e-09, 1.081622e-09, 1.280331e-09, 3.757138e-09, 0.688628, 0.590376, 0.537457, 0.653121, 0.68806, 0.665423, 0.542246, 0.696655, 0.5866, 0.623584, 0.507293, 0.51032, 0.586182, 0.698412, 0.541478, 0.543768, 0.659158, 102669.38, 90665.94, 106070.28, 93939.6, 0.106889
8.283506e-11, 1.963684e-10, 1.866005e-10, 7.589364e-11, 2.162883e-10, 9.208375e-11, 5.615808e-11, 6.528963e-11, 6.558872e-11, 5.93603e-11, 7.545103e-11, 2.608994e-10, 1.129461e-10, 6.13479e-11, 1.374446e-10, 5.085218e-11, 8.928678e-11, 1.711423e-09, 2.652861e-09, 1.165044e-09, 1.152606e-08, 2.320876e-09, 1.931448e-09, 1.705248e-09, 2.612269e-09, 8.109435e-09, 1.075205e-09, 3.154425e-09, 9.305531e-09, 6.89602e-09, 1.481794e-09, 2.109316e-09, 5.841909e-09, 4.238289e-09, 2.185688e-09, 1.205028e-09, 1.893598e-09, 1.269593e-09, 1.502224e-09, 2.777926e-09, 1.528059e-09, 2.996321e-09, 2.445743e-08, 1.040388e-09, 2.042306e-09, 1.828402e-09, 2.582403e-09, 2.871306e-09, 3.174757e-09, 0.628584, 0.692562, 0.631579, 0.602843, 0.518165, 0.597764, 0.572313, 0.527089, 0.526254, 0.686546, 0.570786, 0.684188, 0.537526, 0.62115, 0.597266, 0.557882, 0.645034, 107807.41, 98240.87, 94881.64, 96581.95, 0.097094
1.562229e-10, 5.167596e-11, 5.844274e-11, 2.756299e-10, 5.905204e-11, 2.113531e-10, 4.603156e-10, 1.697542e-10, 1.24935e-10, 9.903672e-11, 1.326782e-10, 5.171955e-11, 6.140548e-11, 2.146588e-10, 6.353138e-11, 1.455913e-10, 1.206157e-10, 1.685928e-08, 1.353288e-09, 2.92703e-09, 1.490714e-09, 1.364311e-09, 2.456139e-09, 1.968561e-09, 1.479191e-09, 1.197323e-09, 6.256923e-09, 1.691252e-09, 1.73573e-09, 1.189304e-09, 7.094071e-09, 1.949028e-09, 1.633877e-09, 1.431986e-09, 1.589372e-09, 2.882929e-09, 3.27625e-09, 2.034441e-09, 3.9786e-09, 1.133554e-09, 2.286829e-09, 1.093839e-09, 1.261777e-09, 2.339972e-09, 1.681129e-09, 2.422181e-09, 1.325834e-09, 1.446223e-09, 1.11612e-09, 0.585702, 0.514153, 0.579382, 0.566606, 0.628938, 0.619386, 0.665693, 0.64484, 0.657699, 0.573184, 0.65274, 0.597296, 0.691248, 0.50171, 0.60562, 0.633128, 0.520053, 94589.62, 100024.21, 102253.32, 109199.74, 0.103459
1.325193e-10, 1.407279e-10, 2.505795e-10, 1.64796e-10, 4.602949e-10, 3.124014e-10, 6.856317e-11, 1.105183e-10, 7.838767e-10, 5.033813e-11, 1.475344e-10, 5.73131e-11, 7.540996e-11, 6.054951e-11, 3.132802e-10, 7.926503e-11, 5.505453e-11, 1.140305e-09, 1.309503e-09, 1.043645e-09, 3.434573e-09, 1.877299e-08, 1.704173e-09, 1.061597e-09, 1.008247e-09, 5.940788e-09, 7.423808e-09, 4.671113e-09, 1.261369e-09, 1.224805e-08, 1.288881e-09, 1.546838e-09, 1.333175e-09, 1.184666e-09, 1.03219e-09, 1.252353e-09, 1.192541e-08, 1.324907e-09, 1.264149e-09, 2.014876e-09, 1.69653e-09, 4.702023e-09, 1.020056e-09, 2.092395e-09, 2.498073e-09, 1.490439e-09, 1.864596e-09, 2.304942e-09, 1.06138e-09, 0.562419, 0.573283, 0.548959, 0.502302, 0.676496, 0.565075, 0.633228, 0.684491, 0.509049, 0.659447, 0.526489, 0.535413, 0.655377, 0.681893, 0.526717, 0.588404, 0.602761, 97894.54, 91627.62, 100884.47, 93549.06, 0.104069
9.387381e-11, 8.657955e-11, 6.348781e-11, 6.425568e-11, 5.215844e-11, 6.854442e-11, 1.29296e-10, 8.213781e-11, 5.583445e-11, 1.377223e-10, 6.615723e-11, 5.340163e-10, 5.155859e-10, 1.988471e-10, 8.633905e-11, 2.201445e-10, 7.521259e-10, 3.502027e-09, 5.771842e-09, 1.99693e-09, 1.014413e-09, 1.200661e-09, 2.09582e-09, 7.283939e-09, 1.508144e-08, 1.096952e-09, 1.212209e-09, 1.09304e-09, 3.159432e-09, 1.274762e-09, 2.178567e-09, 2.809877e-09, 3.018595e-08, 3.007888e-09, 8.320946e-09, 3.150497e-09, 1.302825e-09, 1.285428e-08, 2.706267e-09, 1.238975e-09, 2.63215e-09, 1.826523e-09, 4.23179e-09, 1.089153e-09, 1.756491e-09, 3.462198e-09, 2.415266e-09, 1.72929e-09, 2.765887e-09, 0.605277, 0.645053, 0.69012, 0.665676, 0.565332, 0.642751, 0.526617, 0.593699, 0.677995, 0.599603, 0.644522, 0.6454, 0.501678, 0.589016, 0.669931, 0.613555, 0.527756, 104715.84, 109834.47, 93279.33, 100982.52, 0.095204
